Date,Temperature
1981-04-16,289.091
1981-04-17,288.82477
1981-04-18,288.15692
1981-04-19,286.8897
1981-04-20,286.2179
1981-04-21,286.46732
1981-04-22,286.9367
1981-04-23,287.3409
1981-04-24,287.73392
1981-04-25,287.9292
1981-04-26,288.36786
1981-04-27,289.01813
1981-04-28,289.49896
1981-04-29,289.74356
1981-04-30,289.8005
1981-05-01,289.77896
1981-05-02,290.0889
1981-05-03,290.9357
1981-05-04,291.52826
1981-05-05,292.00385
1981-05-06,292.29874
1981-05-07,292.34396
1981-05-08,292.3647
1981-05-09,292.98093
1981-05-10,293.63327
1981-05-11,293.07196
1981-05-12,291.95142
1981-05-13,291.3151
1981-05-14,291.10873
1981-05-15,291.42468
1981-05-16,291.92438
1981-05-17,292.32565
1981-05-18,292.76312
1981-05-19,293.37192
1981-05-20,293.6323
1981-05-21,293.17154
1981-05-22,293.83218
1981-05-23,294.1623
1981-05-24,294.19534
1981-05-25,294.44568
1981-05-26,294.79807
1981-05-27,294.8031
1981-05-28,294.48624
1981-05-29,294.06195
1981-05-30,293.8799
1981-05-31,293.91812
1981-06-01,294.04614
1981-06-02,294.0032
1981-06-03,294.2503
1981-06-04,294.63742
1981-06-05,294.79843
1981-06-06,295.069
1981-06-07,295.45898
1981-06-08,294.86646
1981-06-09,294.28403
1981-06-10,294.07816
1981-06-11,294.25546
1981-06-12,294.95807
1981-06-13,295.70148
1981-06-14,296.05905
1981-06-15,295.951
1981-06-16,295.9987
1981-06-17,296.32132
1981-06-18,296.44162
1981-06-19,296.08536
1981-06-20,295.4162
1981-06-21,295.0785
1981-06-22,295.3032
1981-06-23,295.82965
1981-06-24,296.555
1981-06-25,296.67307
1981-06-26,296.19708
1981-06-27,295.8167
1981-06-28,295.13037
1981-06-29,294.99927
1981-06-30,295.3798
1981-07-01,295.5493
1981-07-02,295.76083
1981-07-03,295.9747
1981-07-04,296.2678
1981-07-05,296.42603
1981-07-06,296.54477
1981-07-07,296.7233
1981-07-08,296.79675
1981-07-09,296.4221
1981-07-10,296.11972
1981-07-11,296.18597
1981-07-12,296.14432
1981-07-13,296.03464
1981-07-14,296.17996
1981-07-15,296.4365
1981-07-16,296.58362
1981-07-17,296.72595
1981-07-18,296.97345
1981-07-19,296.576
1981-07-20,296.4166
1981-07-21,296.5381
1981-07-22,296.59198
1981-07-23,296.74774
1981-07-24,296.62665
1981-07-25,296.3473
1981-07-26,296.1193
1981-07-27,296.07275
1981-07-28,295.8277
1981-07-29,295.85135
1981-07-30,295.67422
1981-07-31,295.5118
1981-08-01,295.154
1981-08-02,295.4162
1981-08-03,295.3876
1981-08-04,295.4668
1981-08-05,295.74445
1981-08-06,295.85156
1981-08-07,295.5716
1981-08-08,295.38974
1981-08-09,295.486
1981-08-10,295.85284
1981-08-11,296.10776
1981-08-12,295.92407
1981-08-13,295.31662
1981-08-14,295.35562
1981-08-15,295.40646
1981-08-16,295.631
1981-08-17,295.8863
1981-08-18,295.93097
1981-08-19,296.05545
1981-08-20,295.93814
1981-08-21,295.39957
1981-08-22,295.14233
1981-08-23,294.97772
1981-08-24,294.68964
1981-08-25,294.64352
1981-08-26,294.25235
1981-08-27,293.81134
1981-08-28,293.4838
1981-08-29,293.34033
1981-08-30,293.14124
1981-08-31,293.11774
1981-09-01,293.4799
1981-09-02,293.72647
1981-09-03,294.433
1981-09-04,294.80588
1981-09-05,294.6359
1981-09-06,294.28793
1981-09-07,293.73947
1981-09-08,293.40125
1981-09-09,293.34296
1981-09-10,293.14832
1981-09-11,293.16348
1981-09-12,293.44357
1981-09-13,293.72882
1981-09-14,294.04813
1981-09-15,293.60544
1981-09-16,292.80426
1981-09-17,291.81918
1981-09-18,291.66867
1981-09-19,291.19525
1981-09-20,290.3543
1981-09-21,289.86212
1981-09-22,290.06693
1981-09-23,290.74908
1981-09-24,290.54776
1981-09-25,289.9862
1981-09-26,289.99844
1981-09-27,290.10117
1981-09-28,290.1129
1981-09-29,289.97598
1981-09-30,289.54373
1981-10-01,289.10416
1981-10-02,288.53964
1981-10-03,288.16586
1981-10-04,288.21695
1981-10-05,288.10306
1981-10-06,287.82956
1981-10-07,287.76425
1981-10-08,287.59586
1981-10-09,287.79
1981-10-10,288.00867
1981-10-11,288.32083
1981-10-12,288.6976
1981-10-13,288.65717
1981-10-14,288.29156
1981-10-15,287.87607
1981-10-16,287.6542
1981-10-17,287.341
1981-10-18,287.09186
1981-10-19,287.0291
1981-10-20,287.12784
1981-10-21,286.7755
1981-10-22,286.38467
1981-10-23,286.19833
1981-10-24,285.97604
1981-10-25,285.16034
1981-10-26,284.90707
1981-10-27,285.02286
1981-10-28,285.40363
1981-10-29,285.4696
1981-10-30,285.1648
1981-10-31,284.8752
1981-11-01,284.80817
1981-11-02,284.93408
1981-11-03,284.7114
1981-11-04,284.37598
1981-11-05,284.17917
1981-11-06,283.95346
1981-11-07,283.80112
1981-11-08,283.8059
1981-11-09,283.33685
1981-11-10,282.81433
1981-11-11,283.11514
1981-11-12,283.16437
1981-11-13,283.21573
1981-11-14,283.11267
1981-11-15,283.0252
1981-11-16,282.9484
1981-11-17,282.79773
1981-11-18,282.35147
1981-11-19,281.5872
1981-11-20,280.72623
1981-11-21,280.14102
1981-11-22,279.56186
1981-11-23,279.25952
1981-11-24,278.52368
1981-11-25,277.86105
1981-11-26,277.81436
1981-11-27,277.329
1981-11-28,276.93915
1981-11-29,276.65308
1981-11-30,276.5802
1981-12-01,276.98376
1981-12-02,277.08075
1981-12-03,277.28934
1981-12-04,277.18213
1981-12-05,276.75095
1981-12-06,276.3412
1981-12-07,276.46637
1981-12-08,277.3144
1981-12-09,277.70712
1981-12-10,278.17136
1981-12-11,278.4801
1981-12-12,278.10107
1981-12-13,277.76068
1981-12-14,277.52753
1981-12-15,277.0327
1981-12-16,276.6988
1981-12-17,276.78787
1981-12-18,276.55066
1981-12-19,276.37833
1981-12-20,276.52264
1981-12-21,276.3458
1981-12-22,276.1969
1981-12-23,275.86652
1981-12-24,275.68393
1981-12-25,275.356
1981-12-26,275.2467
1981-12-27,275.0936
1981-12-28,274.86185
1981-12-29,274.6194
1981-12-30,274.74667
1981-12-31,274.87772
1982-01-01,275.10056
1982-01-02,275.21774
1982-01-03,275.90836
1982-01-04,277.1867
1982-01-05,278.02255
1982-01-06,278.06586
1982-01-07,277.9789
1982-01-08,277.44412
1982-01-09,277.65735
1982-01-10,277.17792
1982-01-11,276.58868
1982-01-12,276.0394
1982-01-13,275.94754
1982-01-14,275.85257
1982-01-15,275.97592
1982-01-16,275.89807
1982-01-17,275.8052
1982-01-18,276.1672
1982-01-19,275.6198
1982-01-20,275.13986
1982-01-21,275.36896
1982-01-22,275.9155
1982-01-23,276.4181
1982-01-24,277.29913
1982-01-25,278.18848
1982-01-26,278.9916
1982-01-27,279.46576
1982-01-28,278.84586
1982-01-29,277.99335
1982-01-30,277.4189
1982-01-31,277.71738
1982-02-01,278.3744
1982-02-02,278.22995
1982-02-03,277.54297
1982-02-04,277.56332
1982-02-05,277.24738
1982-02-06,276.96597
1982-02-07,277.359
1982-02-08,277.6614
1982-02-09,277.77783
1982-02-10,277.95172
1982-02-11,278.66592
1982-02-12,279.2423
1982-02-13,279.37808
1982-02-14,279.4423
1982-02-15,279.34875
1982-02-16,279.11703
1982-02-17,279.55673
1982-02-18,280.0356
1982-02-19,280.33798
1982-02-20,281.03564
1982-02-21,281.35312
1982-02-22,281.15665
1982-02-23,280.38538
1982-02-24,279.9549
1982-02-25,280.0978
1982-02-26,279.9877
1982-02-27,279.82135
1982-02-28,279.8548
1982-03-01,280.24905
1982-03-02,280.24622
1982-03-03,280.53564
1982-03-04,280.9361
1982-03-05,281.4405
1982-03-06,280.66705
1982-03-07,279.26508
1982-03-08,278.26883
1982-03-09,278.9349
1982-03-10,280.42093
1982-03-11,281.47977
1982-03-12,281.1824
1982-03-13,281.11685
1982-03-14,281.13184
1982-03-15,281.61368
1982-03-16,281.8809
1982-03-17,282.1101
1982-03-18,281.98083
1982-03-19,282.19772
1982-03-20,282.72134
1982-03-21,283.22192
1982-03-22,283.44812
1982-03-23,284.377
1982-03-24,285.13858
1982-03-25,285.601
1982-03-26,286.57675
1982-03-27,287.11652
1982-03-28,287.93616
1982-03-29,287.91562
1982-03-30,287.20685
1982-03-31,286.92917
1982-04-01,286.96008
1982-04-02,286.93768
1982-04-03,286.82303
1982-04-04,286.77734
1982-04-05,287.1719
1982-04-06,287.46295
1982-04-07,287.0497
1982-04-08,286.98322
1982-04-09,287.41846
1982-04-10,288.25314
1982-04-11,288.13254
1982-04-12,287.8389
1982-04-13,287.90305
1982-04-14,287.75906
1982-04-15,287.81714
1982-04-16,288.13467
1982-04-17,288.93054
1982-04-18,289.34076
1982-04-19,289.0547
1982-04-20,288.74414
1982-04-21,289.17062
1982-04-22,287.98303
1982-04-23,287.02426
1982-04-24,286.45892
1982-04-25,286.83362
1982-04-26,287.66577
1982-04-27,288.40356
1982-04-28,288.9825
1982-04-29,289.42142
1982-04-30,289.68555
1982-05-01,289.75845
1982-05-02,289.72516
1982-05-03,289.5361
1982-05-04,289.73083
1982-05-05,290.22897
1982-05-06,290.6564
1982-05-07,290.63358
1982-05-08,290.30048
1982-05-09,290.5646
1982-05-10,290.6746
1982-05-11,290.61407
1982-05-12,290.8932
1982-05-13,291.4101
1982-05-14,291.24673
1982-05-15,290.94223
1982-05-16,290.77594
1982-05-17,290.48312
1982-05-18,290.40363
1982-05-19,290.73663
1982-05-20,291.54965
1982-05-21,291.84366
1982-05-22,292.4201
1982-05-23,292.92313
1982-05-24,293.06387
1982-05-25,293.31577
1982-05-26,293.5514
1982-05-27,293.7594
1982-05-28,293.97913
1982-05-29,293.6431
1982-05-30,292.64478
1982-05-31,292.33603
1982-06-01,293.14658
1982-06-02,294.1717
1982-06-03,294.47678
1982-06-04,294.23532
1982-06-05,293.98523
1982-06-06,294.43073
1982-06-07,294.87244
1982-06-08,294.5495
1982-06-09,294.11597
1982-06-10,294.92984
1982-06-11,295.56107
1982-06-12,295.4746
1982-06-13,295.00943
1982-06-14,294.64774
1982-06-15,294.55273
1982-06-16,294.37988
1982-06-17,294.34396
1982-06-18,294.93997
1982-06-19,295.2956
1982-06-20,295.55124
1982-06-21,295.83487
1982-06-22,295.95923
1982-06-23,296.3714
1982-06-24,296.5642
1982-06-25,296.83508
1982-06-26,297.26105
1982-06-27,297.59586
1982-06-28,297.7677
1982-06-29,297.4795
1982-06-30,296.6612
1982-07-01,296.16714
1982-07-02,296.41907
1982-07-03,296.1433
1982-07-04,296.2314
1982-07-05,296.34406
1982-07-06,296.2845
1982-07-07,296.17154
1982-07-08,296.45508
1982-07-09,296.86163
1982-07-10,297.14062
1982-07-11,296.7007
1982-07-12,296.46616
1982-07-13,296.34335
1982-07-14,296.1388
1982-07-15,296.2468
1982-07-16,296.75018
1982-07-17,297.04065
1982-07-18,296.68204
1982-07-19,295.4948
1982-07-20,295.19006
1982-07-21,295.5151
1982-07-22,295.7479
1982-07-23,295.65384
1982-07-24,295.45126
1982-07-25,295.3389
1982-07-26,295.72116
1982-07-27,295.6812
1982-07-28,295.63925
1982-07-29,295.59915
1982-07-30,295.59366
1982-07-31,295.57346
1982-08-01,295.6171
1982-08-02,294.95627
1982-08-03,294.7898
1982-08-04,295.14664
1982-08-05,295.67303
1982-08-06,295.90118
1982-08-07,295.709
1982-08-08,295.7185
1982-08-09,295.74954
1982-08-10,295.39413
1982-08-11,295.2169
1982-08-12,295.57733
1982-08-13,295.90884
1982-08-14,295.88565
1982-08-15,295.68307
1982-08-16,295.52975
1982-08-17,295.51306
1982-08-18,295.16275
1982-08-19,294.73447
1982-08-20,294.29303
1982-08-21,294.5177
1982-08-22,294.40607
1982-08-23,294.3305
1982-08-24,294.29123
1982-08-25,293.84415
1982-08-26,293.4866
1982-08-27,293.46445
1982-08-28,293.71423
1982-08-29,293.44858
1982-08-30,293.289
1982-08-31,293.02658
1982-09-01,292.8964
1982-09-02,293.19284
1982-09-03,293.48825
1982-09-04,293.4698
1982-09-05,293.45215
1982-09-06,293.4527
1982-09-07,293.5305
1982-09-08,293.72272
1982-09-09,294.06488
1982-09-10,294.13242
1982-09-11,294.05176
1982-09-12,293.50705
1982-09-13,292.8704
1982-09-14,292.76227
1982-09-15,292.82358
1982-09-16,292.74115
1982-09-17,292.85312
1982-09-18,292.51343
1982-09-19,292.19235
1982-09-20,292.0658
1982-09-21,291.93195
1982-09-22,291.70618
1982-09-23,291.77606
1982-09-24,291.77463
1982-09-25,291.98428
1982-09-26,292.1572
1982-09-27,292.7639
1982-09-28,293.21198
1982-09-29,292.16214
1982-09-30,291.7741
1982-10-01,292.14584
1982-10-02,291.01346
1982-10-03,289.67123
1982-10-04,288.4907
1982-10-05,288.4345
1982-10-06,288.5975
1982-10-07,289.20905
1982-10-08,289.6691
1982-10-09,289.69772
1982-10-10,288.9536
1982-10-11,288.85532
1982-10-12,289.4986
1982-10-13,290.0228
1982-10-14,290.03464
1982-10-15,289.3734
1982-10-16,288.45078
1982-10-17,287.8036
1982-10-18,286.69427
1982-10-19,285.9265
1982-10-20,285.7565
1982-10-21,285.96698
1982-10-22,286.4762
1982-10-23,287.02435
1982-10-24,287.3849
1982-10-25,287.58862
1982-10-26,287.39627
1982-10-27,287.0086
1982-10-28,285.69427
1982-10-29,284.43143
1982-10-30,284.24103
1982-10-31,284.50323
1982-11-01,284.88455
1982-11-02,285.37958
1982-11-03,285.79013
1982-11-04,285.42432
1982-11-05,284.60666
1982-11-06,283.9296
1982-11-07,282.55502
1982-11-08,281.46198
1982-11-09,282.36096
1982-11-10,282.83853
1982-11-11,283.03058
1982-11-12,282.9733
1982-11-13,282.502
1982-11-14,281.82245
1982-11-15,281.726
1982-11-16,281.71878
1982-11-17,281.60162
1982-11-18,282.13208
1982-11-19,282.79672
1982-11-20,283.37222
1982-11-21,283.70087
1982-11-22,283.4463
1982-11-23,282.87817
1982-11-24,282.93152
1982-11-25,282.8589
1982-11-26,282.8635
1982-11-27,282.53998
1982-11-28,281.7674
1982-11-29,281.21628
1982-11-30,280.84253
1982-12-01,280.58054
1982-12-02,280.378
1982-12-03,280.3522
1982-12-04,280.29266
1982-12-05,280.30063
1982-12-06,279.71347
1982-12-07,278.40112
1982-12-08,278.03983
1982-12-09,278.76813
1982-12-10,278.9519
1982-12-11,278.32224
1982-12-12,278.19177
1982-12-13,278.29498
1982-12-14,277.5798
1982-12-15,276.8816
1982-12-16,276.286
1982-12-17,275.63086
1982-12-18,275.1642
1982-12-19,275.0563
1982-12-20,275.18982
1982-12-21,275.75217
1982-12-22,275.84528
1982-12-23,275.94397
1982-12-24,276.3059
1982-12-25,276.3796
1982-12-26,276.1867
1982-12-27,276.9321
1982-12-28,277.0529
1982-12-29,276.75955
1982-12-30,277.9448
1982-12-31,278.3901
1983-01-01,278.5992
1983-01-02,277.6829
1983-01-03,275.96936
1983-01-04,276.14288
1983-01-05,277.37003
1983-01-06,276.83008
1983-01-07,276.34146
1983-01-08,275.89215
1983-01-09,275.05273
1983-01-10,275.50854
1983-01-11,276.08914
1983-01-12,276.18176
1983-01-13,275.5237
1983-01-14,275.00568
1983-01-15,275.75803
1983-01-16,276.45972
1983-01-17,276.56738
1983-01-18,276.09262
1983-01-19,275.8964
1983-01-20,277.11526
1983-01-21,278.79752
1983-01-22,279.4189
1983-01-23,278.6167
1983-01-24,277.8029
1983-01-25,278.095
1983-01-26,277.87912
1983-01-27,277.83215
1983-01-28,278.19833
1983-01-29,278.08047
1983-01-30,278.13757
1983-01-31,277.94266
1983-02-01,278.4821
1983-02-02,279.10114
1983-02-03,279.0375
1983-02-04,278.65277
1983-02-05,278.4898
1983-02-06,278.417
1983-02-07,279.1392
1983-02-08,279.28937
1983-02-09,278.41843
1983-02-10,277.9214
1983-02-11,277.6123
1983-02-12,277.46155
1983-02-13,278.24146
1983-02-14,279.4425
1983-02-15,279.25266
1983-02-16,278.51373
1983-02-17,278.54712
1983-02-18,279.3403
1983-02-19,279.68054
1983-02-20,279.38824
1983-02-21,279.0426
1983-02-22,278.87067
1983-02-23,278.65958
1983-02-24,278.82062
1983-02-25,278.9553
1983-02-26,278.78113
1983-02-27,278.53482
1983-02-28,278.36014
1983-03-01,278.4922
1983-03-02,278.84604
1983-03-03,279.13577
1983-03-04,279.3743
1983-03-05,279.6047
1983-03-06,280.1031
1983-03-07,280.324
1983-03-08,280.7061
1983-03-09,281.4239
1983-03-10,281.89972
1983-03-11,282.60324
1983-03-12,283.66092
1983-03-13,284.2356
1983-03-14,283.88113
